Type,ID,Dir,ANode,BNode,Floor,Right,Grade,StartTime,EndTime,Gridw
0,180,0,131,179,1.000000,0,1.000000,1876880,0,0.250000
0,181,0,149,179,1.000000,0,1.000000,1876880,0,0.250000
1,182,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,183,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,184,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,185,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,186,0,187,187,1.000000,0,1.000000,1876880,0,0.250000
1,187,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,188,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,189,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,190,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,191,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,192,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,193,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
2,194,0,182,0,1.000000,0,1.000000,1876880,0,0.250000
2,195,0,182,0,1.000000,0,1.000000,1876880,0,0.250000
2,197,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,196,0,199,195,1.000000,0,1.000000,1876880,0,0.250000
0,198,0,199,197,1.000000,0,1.000000,1876880,0,0.250000
2,199,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,200,0,194,199,1.000000,0,1.000000,1876880,0,0.250000
2,202,0,183,0,1.000000,0,1.000000,1876880,0,0.250000
2,203,0,68,0,1.000000,0,1.000000,1876880,0,0.250000
0,204,0,202,203,1.000000,0,1.000000,1876880,0,0.250000
2,205,0,68,0,1.000000,0,1.000000,1876880,0,0.250000
2,206,0,67,0,1.000000,0,1.000000,1876880,0,0.250000
0,207,0,205,206,1.000000,0,1.000000,1876880,0,0.250000
2,208,0,66,0,1.000000,0,1.000000,1876880,0,0.250000
2,209,0,68,0,1.000000,0,1.000000,1876880,0,0.250000
0,210,0,208,209,1.000000,0,1.000000,1876880,0,0.250000
1,211,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
2,212,0,68,0,1.000000,0,1.000000,1876880,0,0.250000
2,213,0,62,0,1.000000,0,1.000000,1876880,0,0.250000
0,214,0,212,213,1.000000,0,1.000000,1876880,0,0.250000
2,215,0,68,0,1.000000,0,1.000000,1876880,0,0.250000
2,216,0,211,0,1.000000,0,1.000000,1876880,0,0.250000
0,217,0,215,216,1.000000,0,1.000000,1876880,0,0.250000
1,218,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,219,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,220,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,221,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,222,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,223,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,224,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,225,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,226,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,227,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,228,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,229,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,230,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,231,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,232,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,233,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,234,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,235,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,236,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
1,237,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
2,238,0,183,0,1.000000,0,1.000000,1876880,0,0.250000
2,239,0,182,0,1.000000,0,1.000000,1876880,0,0.250000
0,240,0,238,239,1.000000,0,1.000000,1876880,0,0.250000
2,241,0,182,0,1.000000,0,1.000000,1876880,0,0.250000
2,242,0,183,0,1.000000,0,1.000000,1876880,0,0.250000
0,243,0,241,242,1.000000,0,1.000000,1876880,0,0.250000
2,244,0,183,0,1.000000,0,1.000000,1876880,0,0.250000
2,245,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,246,0,249,245,1.000000,0,1.000000,1876880,0,0.250000
2,247,0,193,0,1.000000,0,1.000000,1876880,0,0.250000
2,249,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,250,0,244,249,1.000000,0,1.000000,1876880,0,0.250000
0,251,0,299,249,1.000000,0,1.000000,1876880,0,0.250000
2,252,0,192,0,1.000000,0,1.000000,1876880,0,0.250000
2,254,0,219,0,1.000000,0,1.000000,1876880,0,0.250000
2,256,0,191,0,1.000000,0,1.000000,1876880,0,0.250000
2,258,0,191,0,1.000000,0,1.000000,1876880,0,0.250000
2,260,0,190,0,1.000000,0,1.000000,1876880,0,0.250000
2,262,0,190,0,1.000000,0,1.000000,1876880,0,0.250000
2,264,0,218,0,1.000000,0,1.000000,1876880,0,0.250000
2,266,0,183,0,1.000000,0,1.000000,1876880,0,0.250000
2,268,0,186,0,1.000000,0,1.000000,1876880,0,0.250000
2,270,0,184,0,1.000000,0,1.000000,1876880,0,0.250000
2,272,0,187,0,1.000000,0,1.000000,1876880,0,0.250000
2,274,0,185,0,1.000000,0,1.000000,1876880,0,0.250000
2,276,0,188,0,1.000000,0,1.000000,1876880,0,0.250000
0,277,0,305,276,1.000000,0,1.000000,1876880,0,0.250000
2,278,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,279,0,247,278,1.000000,0,1.000000,1876880,0,0.250000
0,280,0,252,278,1.000000,0,1.000000,1876880,0,0.250000
2,281,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,282,0,278,281,1.000000,0,1.000000,1876880,0,0.250000
0,283,0,254,281,1.000000,0,1.000000,1876880,0,0.250000
2,284,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,285,0,281,284,1.000000,0,1.000000,1876880,0,0.250000
0,286,0,256,284,1.000000,0,1.000000,1876880,0,0.250000
2,287,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,288,0,284,287,1.000000,0,1.000000,1876880,0,0.250000
0,289,0,258,287,1.000000,0,1.000000,1876880,0,0.250000
2,290,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,291,0,287,290,1.000000,0,1.000000,1876880,0,0.250000
0,292,0,260,290,1.000000,0,1.000000,1876880,0,0.250000
2,293,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,294,0,290,293,1.000000,0,1.000000,1876880,0,0.250000
0,295,0,262,293,1.000000,0,1.000000,1876880,0,0.250000
2,296,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,297,0,293,296,1.000000,0,1.000000,1876880,0,0.250000
0,298,0,264,296,1.000000,0,1.000000,1876880,0,0.250000
2,299,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,300,0,296,299,1.000000,0,1.000000,1876880,0,0.250000
0,301,0,314,299,1.000000,0,1.000000,1876880,0,0.250000
2,302,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,303,0,272,302,1.000000,0,1.000000,1876880,0,0.250000
0,304,0,274,302,1.000000,0,1.000000,1876880,0,0.250000
2,305,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,306,0,302,305,1.000000,0,1.000000,1876880,0,0.250000
2,308,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,309,0,268,308,1.000000,0,1.000000,1876880,0,0.250000
0,310,0,270,308,1.000000,0,1.000000,1876880,0,0.250000
2,311,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,312,0,308,311,1.000000,0,1.000000,1876880,0,0.250000
0,313,0,305,311,1.000000,0,1.000000,1876880,0,0.250000
2,314,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,315,0,311,314,1.000000,0,1.000000,1876880,0,0.250000
0,316,0,266,314,1.000000,0,1.000000,1876880,0,0.250000
2,317,0,193,0,1.000000,0,1.000000,1876880,0,0.250000
2,318,0,221,0,1.000000,0,1.000000,1876880,0,0.250000
0,319,0,317,318,1.000000,0,1.000000,1876880,0,0.250000
2,320,0,221,0,1.000000,0,1.000000,1876880,0,0.250000
2,321,0,220,0,1.000000,0,1.000000,1876880,0,0.250000
0,322,0,320,321,1.000000,0,1.000000,1876880,0,0.250000
2,323,0,221,0,1.000000,0,1.000000,1876880,0,0.250000
2,324,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,325,0,422,324,1.000000,0,1.000000,1876880,0,0.250000
2,326,0,234,0,1.000000,0,1.000000,1876880,0,0.250000
0,327,0,324,326,1.000000,0,1.000000,1876880,0,0.250000
2,328,0,233,0,1.000000,0,1.000000,1876880,0,0.250000
0,329,0,422,328,1.000000,0,1.000000,1876880,0,0.250000
2,330,0,232,0,1.000000,0,1.000000,1876880,0,0.250000
2,332,0,229,0,1.000000,0,1.000000,1876880,0,0.250000
2,334,0,228,0,1.000000,0,1.000000,1876880,0,0.250000
2,336,0,230,0,1.000000,0,1.000000,1876880,0,0.250000
2,338,0,231,0,1.000000,0,1.000000,1876880,0,0.250000
2,340,0,222,0,1.000000,0,1.000000,1876880,0,0.250000
2,341,0,221,0,1.000000,0,1.000000,1876880,0,0.250000
0,342,0,340,341,1.000000,0,1.000000,1876880,0,0.250000
2,343,0,221,0,1.000000,0,1.000000,1876880,0,0.250000
2,344,0,223,0,1.000000,0,1.000000,1876880,0,0.250000
0,345,0,343,344,1.000000,0,1.000000,1876880,0,0.250000
2,346,0,221,0,1.000000,0,1.000000,1876880,0,0.250000
2,347,0,193,0,1.000000,0,1.000000,1876880,0,0.250000
0,348,0,374,347,1.000000,0,1.000000,1876880,0,0.250000
2,349,0,220,0,1.000000,0,1.000000,1876880,0,0.250000
2,351,0,224,0,1.000000,0,1.000000,1876880,0,0.250000
2,353,0,237,0,1.000000,0,1.000000,1876880,0,0.250000
2,355,0,225,0,1.000000,0,1.000000,1876880,0,0.250000
0,356,0,380,355,1.000000,0,1.000000,1876880,0,0.250000
2,357,0,225,0,1.000000,0,1.000000,1876880,0,0.250000
0,358,0,386,357,1.000000,0,1.000000,1876880,0,0.250000
2,359,0,226,0,1.000000,0,1.000000,1876880,0,0.250000
0,360,0,389,359,1.000000,0,1.000000,1876880,0,0.250000
2,361,0,226,0,1.000000,0,1.000000,1876880,0,0.250000
0,362,0,395,361,1.000000,0,1.000000,1876880,0,0.250000
2,363,0,227,0,1.000000,0,1.000000,1876880,0,0.250000
0,364,0,398,363,1.000000,0,1.000000,1876880,0,0.250000
2,365,0,227,0,1.000000,0,1.000000,1876880,0,0.250000
0,366,0,401,365,1.000000,0,1.000000,1876880,0,0.250000
2,367,0,235,0,1.000000,0,1.000000,1876880,0,0.250000
2,369,0,236,0,1.000000,0,1.000000,1876880,0,0.250000
2,371,0,221,0,1.000000,0,1.000000,1876880,0,0.250000
2,372,0,235,0,1.000000,0,1.000000,1876880,0,0.250000
0,373,0,371,372,1.000000,0,1.000000,1876880,0,0.250000
2,374,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,375,0,346,374,1.000000,0,1.000000,1876880,0,0.250000
0,376,0,377,374,1.000000,0,1.000000,1876880,0,0.250000
2,377,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,378,0,351,377,1.000000,0,1.000000,1876880,0,0.250000
0,379,0,349,377,1.000000,0,1.000000,1876880,0,0.250000
2,380,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,381,0,323,380,1.000000,0,1.000000,1876880,0,0.250000
2,383,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,384,0,380,383,1.000000,0,1.000000,1876880,0,0.250000
0,385,0,353,383,1.000000,0,1.000000,1876880,0,0.250000
2,386,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,387,0,383,386,1.000000,0,1.000000,1876880,0,0.250000
2,389,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,390,0,386,389,1.000000,0,1.000000,1876880,0,0.250000
2,392,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,393,0,389,392,1.000000,0,1.000000,1876880,0,0.250000
0,394,0,369,392,1.000000,0,1.000000,1876880,0,0.250000
2,395,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,396,0,392,395,1.000000,0,1.000000,1876880,0,0.250000
2,398,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,399,0,395,398,1.000000,0,1.000000,1876880,0,0.250000
2,401,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,402,0,398,401,1.000000,0,1.000000,1876880,0,0.250000
2,404,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,405,0,401,404,1.000000,0,1.000000,1876880,0,0.250000
0,406,0,367,404,1.000000,0,1.000000,1876880,0,0.250000
2,407,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,408,0,404,407,1.000000,0,1.000000,1876880,0,0.250000
0,409,0,413,407,1.000000,0,1.000000,1876880,0,0.250000
2,410,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,411,0,407,410,1.000000,0,1.000000,1876880,0,0.250000
0,412,0,330,410,1.000000,0,1.000000,1876880,0,0.250000
2,413,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,414,0,334,413,1.000000,0,1.000000,1876880,0,0.250000
0,415,0,416,413,1.000000,0,1.000000,1876880,0,0.250000
2,416,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,417,0,338,416,1.000000,0,1.000000,1876880,0,0.250000
0,418,0,419,416,1.000000,0,1.000000,1876880,0,0.250000
2,419,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,420,0,336,419,1.000000,0,1.000000,1876880,0,0.250000
0,421,0,332,419,1.000000,0,1.000000,1876880,0,0.250000
2,422,0,0,0,1.000000,0,1.000000,1876880,0,0.250000
0,423,0,410,422,1.000000,0,1.000000,1876880,0,0.250000
0,425,0,27,22,1.000000,0,1.000000,1876880,0,0.250000
1,426,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,427,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,428,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,429,0,6,0,2.000000,0,1.000000,1876880,0,0.250000
1,430,0,24,23,2.000000,0,1.000000,1876880,0,0.250000
1,431,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,432,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,433,0,846,846,2.000000,0,1.000000,1876880,0,0.250000
1,434,0,36,0,2.000000,0,1.000000,1876880,0,0.250000
1,435,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,436,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,437,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,438,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,439,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,440,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,441,0,44,44,2.000000,0,1.000000,1876880,0,0.250000
1,442,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,443,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,444,0,47,47,2.000000,0,1.000000,1876880,0,0.250000
1,445,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,446,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,447,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,448,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,449,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,450,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,451,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,452,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,453,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,454,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,455,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,456,0,59,0,2.000000,0,1.000000,1876880,0,0.250000
1,457,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,458,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,459,0,62,0,2.000000,0,1.000000,1876880,0,0.250000
1,460,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,461,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,462,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,463,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,464,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,465,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,466,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,467,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,469,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,470,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,471,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,472,0,187,187,2.000000,0,1.000000,1876880,0,0.250000
1,473,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,474,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,475,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,476,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,477,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,480,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,481,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,482,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,483,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,485,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
1,486,0,0,0,2.000000,0,1.000000,1876880,0,0.250000
